'Código da unidade geográfica;Situação do setor;Logradouro;Número no logradouro;Complemento;Latitude;Longitude;Localidade;Ponto de referência;Espécie de endereço;Tipo de estabelecimento;Indicador de endereço;Identificação domicílio coletivo;Número da quadra;Número da face;CEP
240200605000003;Urbano;RUA JOSE DE OLIVEIRA;405A;;;;CENTRO;;Domicílio particular;;-;;12;1;59300000
240200605000003;Urbano;RUA JOSE DE OLIVEIRA;435;;;;CENTRO;;Domicílio particular;;-;;12;1;59300000
240200605000003;Urbano;RUA JOSE DE OLIVEIRA;435A;;;;CENTRO;;Estabelecimento de outras finalidades;OFICINA DE BORDADO;Único;;12;1;59300000
240200605000003;Urbano;RUA JOSE DE OLIVEIRA;435A;;;;CENTRO;;Domicílio particular;;-;;12;1;59300000
240200605000003;Urbano;RUA DO MATADOURO;152;;;;CENTRO;;Domicílio particular;;-;;12;2;59300000
240200605000003;Urbano;RUA DO MATADOURO;144;;;;CENTRO;;Domicílio particular;;-;;12;2;59300000
240200605000003;Urbano;RUA DO MATADOURO;183;;;;CENTRO;;Estabelecimento de outras finalidades;ARMAZEM DE PEIXE;Único;;12;2;59300000
240200605000003;Urbano;RUA DO MATADOURO;146;;;;CENTRO;;Domicílio particular;;-;;12;2;59300000
240200605000003;Urbano;AVENIDA SERIDO;998;;;;CENTRO;;Domicílio particular;;-;;11;3;59300000
240200605000003;Urbano;AVENIDA SERIDO;998;;;;CENTRO;;Estabelecimento de outras finalidades;BAR BEIRA RIO E LAVA JATO;Múltiplo;;11;3;59300000
240200605000003;Urbano;AVENIDA SERIDO;998A;;;;CENTRO;;Estabelecimento de outras finalidades;OFICINA DE LANTERNAGEM;Único;;11;3;59300000
240200605000003;Urbano;AVENIDA SERIDO;991A;;;;CENTRO;;Estabelecimento de outras finalidades;LANCHONETE REI DA MASSA;Único;;11;3;59300000
240200605000003;Urbano;AVENIDA SERIDO;991A;;;;CENTRO;;Domicílio particular;;-;;11;3;59300000
240200605000003;Urbano;AVENIDA SERIDO;999;ANDAR 1 APARTAMENTO 102;;;CENTRO;;Domicílio particular;;-;;11;3;59300000
240200605000003;Urbano;AVENIDA SERIDO;999;ANDAR 2;;;CENTRO;;Edificação em construção;;-;;11;3;59300000
240200605000003;Urbano;AVENIDA SERIDO;999;ANDAR 1 APARTAMENTO 103;;;CENTRO;;Domicílio particular;;-;;11;3;59300000
240200605000003;Urbano;RUA JOSE DE OLIVEIRA;368;;;;CENTRO;;Domicílio particular;;-;;13;3;59300000
240200605000003;Urbano;RUA JOSE DE OLIVEIRA;SN;FUNDOS;;;CENTRO;;Estabelecimento de outras finalidades;GARAGEM;Único;;13;3;59300000
240200605000003;Urbano;RUA JOSE DE OLIVEIRA;332A;;;;CENTRO;;Domicílio particular;;-;;13;3;59300000
240200605000003;Urbano;RUA JOSE DE OLIVEIRA;330;;;;CENTRO;;Domicílio particular;;-;;13;3;59300000
240200605000003;Urbano;RUA JOSE DE OLIVEIRA;384;;;;CENTRO;;Domicílio particular;;-;;13;3;59300000
240200605000003;Urbano;RUA JOSE DE OLIVEIRA;295;;;;CENTRO;;Domicílio particular;;-;;13;3;59300000
240200605000003;Urbano;RUA PEDRO LUCAS DE MEDEIROS;365;;;;CENTRO;;Domicílio particular;;-;;13;1;59300000
240200605000003;Urbano;RUA PEDRO LUCAS DE MEDEIROS;441A;;;;CENTRO;;Estabelecimento de outras finalidades;OFICINA DE PORTAO;Único;;13;1;59300000
240200605000003;Urbano;RUA PEDRO LUCAS DE MEDEIROS;433A;;;;CENTRO;;Estabelecimento de outras finalidades;SALAO DE CABELEIREIRO;Único;;13;1;59300000
240200605000003;Urbano;RUA MARINHEIRO MANOEL INACIO;314;;;;CENTRO;;Domicílio particular;;-;;14;1;59300000
240200605000003;Urbano;RUA MARINHEIRO MANOEL INACIO;669;;;;CENTRO;;Estabelecimento de outras finalidades;ARMAZEM DE PEIXE;Único;;14;1;59300000
240200605000003;Urbano;RUA PEDRO LUCAS DE MEDEIROS;316;;;;CENTRO;;Estabelecimento de outras finalidades;FABRICA DE CHAPEU;Único;;14;3;59300000
240200605000003;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;258;ANDAR 1 APARTAMENTO 102;;;CENTRO;;Estabelecimento de outras finalidades;ESCRITORIO DE CURSOS PROFISSIONALIZANTE;Único;;14;4;59300000
240200605000003;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;258;ANDAR 1 APARTAMENTO 102;;;CENTRO;;Domicílio particular;;-;;14;4;59300000
240200605000003;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;258;ANDAR 1 APARTAMENTO 101;;;CENTRO;;Domicílio particular;;-;;14;4;59300000
240200605000003;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;207;ANDAR 1 APARTAMENTO 101;;;CENTRO;;Domicílio particular;;-;;14;4;59300000
240200605000003;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;207;ANDAR 1 APARTAMENTO 102;;;CENTRO;;Domicílio particular;;-;;14;4;59300000
240200605000003;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;207;ANDAR 1 APARTAMENTO 103;;;CENTRO;;Domicílio particular;;-;;14;4;59300000
240200605000003;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;207;ANDAR 2 APARTAMENTO 201;;;CENTRO;;Domicílio particular;;-;;14;4;59300000
240200605000003;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;258;ANDAR 2 APARTAMENTO 103;;;CENTRO;;Domicílio particular;;-;;14;4;59300000
240200605000003;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;258;ANDAR 2 APARTAMENTO 104;;;CENTRO;;Domicílio particular;;-;;14;4;59300000
240200605000003;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;207;ANDAR 2 APARTAMENTO 202;;;CENTRO;;Domicílio particular;;-;;14;4;59300000
240200605000003;Urbano;AVENIDA DOUTOR CARLINDO DE SOUZA DANTAS;207;ANDAR 2 APARTAMENTO 203;;;CENTRO;;Domicílio particular;;-;;14;4;59300000
240200605000003;Urbano;RUA PEDRO LUCAS DE MEDEIROS;428;;;;CENTRO;;Domicílio particular;;-;;14;3;59300000
240200605000003;Urbano;RUA PEDRO VELHO;365;;;;CENTRO;;Domicílio particular;;-;;15;1;59300000
240200605000003;Urbano;RUA PEDRO VELHO;391;;;;CENTRO;;Domicílio particular;;-;;15;1;59300000
240200605000003;Urbano;RUA PEDRO VELHO;483;;;;CENTRO;;Domicílio particular;;-;;15;1;59300000
240200605000003;Urbano;AVENIDA SERIDO;905A;;;;CENTRO;;Estabelecimento de outras finalidades;CASA DOS PARAFUSOS;Único;;15;2;59300000
240200605000003;Urbano;AVENIDA SERIDO;905;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPA;Único;;15;2;59300000
240200605000003;Urbano;RUA MARINHEIRO MANOEL INACIO;SN;;;;CENTRO;;Estabelecimento de outras finalidades;OFICINA DE MOTOCICLETA;Único;;15;3;59300000
240200605000003;Urbano;RUA MARINHEIRO MANOEL INACIO;406;;;;CENTRO;;Estabelecimento de outras finalidades;DEPOSITO E GARAGEM DA NET INFORMATICA;Único;;15;3;59300000
240200605000003;Urbano;RUA MARINHEIRO MANOEL INACIO;390;;;;CENTRO;;Domicílio particular;;-;;15;3;59300000
240200605000003;Urbano;RUA MARINHEIRO MANOEL INACIO;390;;;;CENTRO;;Estabelecimento de outras finalidades;BAR;Único;;15;3;59300000
240200605000003;Urbano;RUA MARINHEIRO MANOEL INACIO;352;;;;CENTRO;;Estabelecimento de outras finalidades;CAICO AUTO SERVICE;Único;;15;3;59300000
240200605000003;Urbano;RUA MARINHEIRO MANOEL INACIO;327;ANDAR 1 CASA;;;CENTRO;;Edificação em construção;;-;;15;3;59300000
240200605000003;Urbano;RUA MARINHEIRO MANOEL INACIO;312;;;;CENTRO;;Estabelecimento de outras finalidades;SOS CAR;Único;;15;3;59300000
240200605000003;Urbano;RUA JOEL DAMASCENO;427;ANDAR 1;;;CENTRO;;Domicílio particular;;-;;16;1;59300000
240200605000003;Urbano;RUA JOEL DAMASCENO;493;;;;CENTRO;;Estabelecimento de outras finalidades;PAULIDENT;Único;;16;1;59300000
240200605000003;Urbano;RUA JOEL DAMASCENO;543A;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE DESING;Único;;16;1;59300000
240200605000003;Urbano;RUA JOEL DAMASCENO;513A;;;;CENTRO;;Domicílio particular;;-;;16;1;59300000
240200605000003;Urbano;AVENIDA SERIDO;847A;;;;CENTRO;;Estabelecimento de outras finalidades;BAR ESPETINHO;Único;;16;2;59300000
240200605000003;Urbano;AVENIDA SERIDO;847B;;;;CENTRO;;Estabelecimento de outras finalidades;THIAGO OURIVES;Único;;16;2;59300000
240200605000003;Urbano;AVENIDA SERIDO;847B;;;;CENTRO;;Domicílio particular;;-;;16;2;59300000
240200605000003;Urbano;AVENIDA SERIDO;847B;ANDAR 1;;;CENTRO;;Domicílio particular;;-;;16;2;59300000
240200605000003;Urbano;AVENIDA SERIDO;847B;ANDAR 2;;;CENTRO;;Domicílio particular;;-;;16;2;59300000
240200605000003;Urbano;AVENIDA SERIDO;859C;;;;CENTRO;;Estabelecimento de outras finalidades;COMERCIO DE INFORMATICA;Único;;16;2;59300000
240200605000003;Urbano;AVENIDA SERIDO;859B;;;;CENTRO;;Estabelecimento de outras finalidades;MULTI SERVICOS;Único;;16;2;59300000
240200605000003;Urbano;AVENIDA SERIDO;859D;;;;CENTRO;;Estabelecimento de outras finalidades;LIVRARIA EVANGELICA;Único;;16;2;59300000
240200605000003;Urbano;RUA PEDRO VELHO;476;TERREO;;;CENTRO;;Domicílio particular;;-;;16;3;59300000
240200605000003;Urbano;RUA PEDRO VELHO;476;ANDAR 1;;;CENTRO;;Domicílio coletivo;;-;;16;3;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;87;;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;91;;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;101;;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;109;;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;113;;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;119;;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;SN;;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;129;SOBRADO;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;129;TERREO;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;135;TERREO;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;141;;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;145;;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;149;SOBRADO;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;149;TERREO;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;74;;;;CENTRO;;Domicílio particular;;-;;1;1;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;64;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;56;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;46;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;36;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;26;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;32;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;20;;;;CENTRO;;Domicílio particular;;-;;1;2;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;10;;;;CENTRO;;Domicílio particular;;-;;1;3;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;8;;;;CENTRO;;Domicílio particular;;-;;1;3;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;6;;;;CENTRO;;Domicílio particular;;-;;1;3;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;4;;;;CENTRO;;Domicílio particular;;-;;1;3;59300000
240200605000004;Urbano;AVENIDA DOUTOR CARLINDO DE S. DANTAS;144;BARRACAO A;;;CENTRO;;Estabelecimento de outras finalidades;BORRACHARA;Único;;2;1;59300000
240200605000004;Urbano;AVENIDA DOUTOR CARLINDO DE S. DANTAS;144;BARRACAO B;;;CENTRO;;Estabelecimento de outras finalidades;BORRACHARIA;Único;;2;1;59300000
240200605000004;Urbano;AVENIDA DOUTOR CARLINDO DE S. DANTAS;SN;;;;CENTRO;;Domicílio particular;;-;;2;1;59300000
240200605000004;Urbano;AVENIDA DOUTOR CARLINDO DE S. DANTAS;SN;;;;CENTRO;;Domicílio particular;;-;;2;1;59300000
240200605000004;Urbano;AVENIDA DOUTOR CARLINDO DE S. DANTAS;SN;;;;CENTRO;;Domicílio particular;;-;;2;1;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;SN;;;;CENTRO;;Estabelecimento de outras finalidades;SALAO CAPRICHO DE SA;Único;;2;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;SN;;;;CENTRO;;Domicílio particular;;-;;2;2;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;50;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;42;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;34;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;24;;;;CENTRO;;Domicílio particular;;-;;3;1;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;35;;;;CENTRO;;Domicílio particular;;-;;3;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;25;;;;CENTRO;;Domicílio particular;;-;;3;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;23;;;;CENTRO;;Domicílio particular;;-;;3;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;SN;SOBRADO;;;CENTRO;;Domicílio particular;;-;;3;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;SN;TERREO;;;CENTRO;;Domicílio particular;;-;;3;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;37;;;;CENTRO;;Domicílio particular;;-;;3;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;47;;;;CENTRO;;Domicílio particular;;-;;3;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;61;;;;CENTRO;;Domicílio particular;;-;;3;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;SN;;;;CENTRO;;Domicílio particular;;-;;3;2;59300000
240200605000004;Urbano;RUA MARIA MAGDALENA DE ARAUJO;67;;;;CENTRO;;Domicílio particular;;-;;3;2;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;189;;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;SN;SOBRADO;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;SN;TERREO;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;207;;;;CENTRO;;Domicílio particular;;-;;3;3;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;90;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;SN;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;84;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;68;SOBRADO;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;68;TERREO;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;60;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;54;SOBRADO;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;54;TERREO;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;62;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;44;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;38;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;34;;;;CENTRO;;Domicílio particular;;-;;3;4;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;70;SOBRADO;;;CENTRO;;Domicílio particular;;-;;4;1;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;70;TERREO;;;CENTRO;;Domicílio particular;;-;;4;1;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;35;;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;49;;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;55;;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;59;SOBRADO;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;59;TERREO;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;61;TERREO;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;87;;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;85;;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;89;;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;91;;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;95;;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA LUIZ CHERMONT;99;;;;CENTRO;;Domicílio particular;;-;;4;2;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;225;SOBRADO;;;CENTRO;;Domicílio particular;;-;;4;3;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;225;TERREO;;;CENTRO;;Domicílio particular;;-;;4;3;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;99;;;;CENTRO;;Estabelecimento de outras finalidades;SALAO GERSON;Único;;4;3;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;200;;;;CENTRO;;Estabelecimento de outras finalidades;MERCEARIA SAO JOSE;Único;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;200;;;;CENTRO;;Domicílio particular;;-;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;194;;;;CENTRO;;Domicílio particular;;-;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;188;;;;CENTRO;;Domicílio particular;;-;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;182;;;;CENTRO;;Domicílio particular;;-;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;SN;;;;CENTRO;;Domicílio particular;;-;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;166;;;;CENTRO;;Domicílio particular;;-;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;156;;;;CENTRO;;Domicílio particular;;-;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;152;;;;CENTRO;;Domicílio particular;;-;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;144;;;;CENTRO;;Domicílio particular;;-;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;SN;;;;CENTRO;;Estabelecimento de outras finalidades;PROGRAMA DE INCLUSAO SOCIAL;Único;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;SN;;;;CENTRO;;Estabelecimento de outras finalidades;CAMARA MUNICIPAL DE CAICO;Único;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;122;;;;CENTRO;;Domicílio particular;;-;;4;4;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;153;;;;CENTRO;;Estabelecimento de outras finalidades;RECEITA FEDERAL AGENCIA CAICO;Único;;5;2;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;179;;;;CENTRO;;Estabelecimento de outras finalidades;PODER JUDICIARIO COMARCA DE CAICO;Único;;5;2;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;201;;;;CENTRO;;Domicílio particular;;-;;5;2;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;215;;;;CENTRO;;Domicílio particular;;-;;5;2;59300000
240200605000004;Urbano;RUA FELIPE GUERRA;225;;;;CENTRO;;Estabelecimento de outras finalidades;ESCRITORIO DE ADVOCACIA E CONSULTORIA;Único;;5;2;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;305;;;;CENTRO;;Domicílio particular;;-;;5;3;59300000
240200605000004;Urbano;RUA ANIBAL DA C MACEDO;81;;;;CENTRO;;Domicílio particular;;-;;5;4;59300000
240200605000004;Urbano;RUA ANIBAL DA C MACEDO;SN;;;;CENTRO;;Estabelecimento de outras finalidades;PREVIDENCIA SOCIAL INSS;Único;;6;2;59300000
240200605000004;Urbano;RUA ANIBAL DA C MACEDO;64;;;;CENTRO;;Domicílio particular;;-;;6;2;59300000
240200605000004;Urbano;RUA ANIBAL DA C MACEDO;90;;;;CENTRO;;Domicílio particular;;-;;6;2;59300000
240200605000004;Urbano;RUA ANIBAL DA C MACEDO;100;SOBRADO;;;CENTRO;;Domicílio particular;;-;;6;2;59300000
240200605000004;Urbano;RUA ANIBAL DA C MACEDO;100;TERREO;;;CENTRO;;Domicílio particular;;-;;6;2;59300000
240200605000004;Urbano;RUA DOUTOR CARLINDO DANTAS;309;;;;CENTRO;;Estabelecimento de outras finalidades;SALAO DE BELEZA;Único;;6;3;59300000
240200605000004;Urbano;RUA PROFESSOR JOAQUIM LIMA;40;;;;CENTRO;;Domicílio particular;;-;;6;4;59300000
240200605000004;Urbano;RUA PROFESSOR JOAQUIM LIMA;SN;;;;CENTRO;;Domicílio particular;;-;;6;4;59300000
240200605000004;Urbano;RUA PROFESSOR JOAQUIM LIMA;11;;;;CENTRO;;Domicílio particular;;-;;7;2;59300000
240200605000004;Urbano;RUA PROFESSOR JOAQUIM LIMA;21;;;;CENTRO;;Domicílio particular;;-;;7;2;59300000
240200605000004;Urbano;RUA PROFESSOR JOAQUIM LIMA;31;SOBRADO;;;CENTRO;;Domicílio particular;;-;;7;2;59300000
240200605000004;Urbano;RUA PROFESSOR JOAQUIM LIMA;31;TERREO;;;CENTRO;;Domicílio particular;;-;;7;2;59300000
240200605000004;Urbano;RUA PROFESSOR JOAQUIM LIMA;41;;;;CENTRO;;Domicílio particular;;-;;7;2;59300000
240200605000004;Urbano;RUA PROFESSOR JOAQUIM LIMA;61;;;;CENTRO;;Domicílio particular;;-;;7;2;59300000
240200605000004;Urbano;RUA PROFESSOR JOAQUIM LIMA;71;;;;CENTRO;;Domicílio particular;;-;;7;2;59300000
240200605000004;Urbano;AVENIDA DOUTOR CARLINDO DE S. DANTAS;SN;;;;CENTRO;;Estabelecimento de ensino;ESCOLA MUNICIPAL PRESIDENTE KENNEDY;Único;;7;3;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;SN;;;;CENTRO;;Estabelecimento de outras finalidades;PANIFICADORA ELITE;Único;;7;4;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;342;;;;CENTRO;;Domicílio particular;;-;;7;4;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;336;SOBRADO;;;CENTRO;;Domicílio particular;;-;;7;4;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;336;TERREO;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE ROUPAS MARILENE CONFECCOES;Único;;7;4;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;326;;;;CENTRO;;Domicílio particular;;-;;7;4;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;318;;;;CENTRO;;Domicílio particular;;-;;7;4;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;SN;;;;CENTRO;;Edificação em construção;;-;;7;4;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;276;SOBRADO;;;CENTRO;;Domicílio particular;;-;;8;1;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;276;TERREO;;;CENTRO;;Domicílio particular;;-;;8;1;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;266;;;;CENTRO;;Estabelecimento de outras finalidades;OFICINA MECANICA SERIDO;Único;;8;1;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;256;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE PECAS DE AUTOMOVEL MONACO;Único;;8;1;59300000
240200605000004;Urbano;RUA DOUTOR PIRES FERREIRA;260;;;;CENTRO;;Estabelecimento de outras finalidades;OFICINA MECANICA STA ADELIA;Único;;8;1;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;SN;;;;CENTRO;;Estabelecimento de outras finalidades;SERVICO AUTORIZADA ESMALTEC SERIDO REFRI;Único;;8;2;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;SN;;;;CENTRO;;Edificação em construção;;-;;8;2;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;341;;;;CENTRO;;Domicílio particular;;-;;8;2;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;341;;;;CENTRO;;Estabelecimento de outras finalidades;LOJA DE MAQUINA DE COSTURA IMPORMAQUINAS;Único;;8;2;59300000
240200605000004;Urbano;RUA JOAQUIM GORGONIO;351;;;;CENTRO;;Domicílio particular;;-;;8;2;59300000
